	en
89	If you want to be a little more controlling, you can actually choose that they ask you every time they're going to make a decision, or you can be anywhere in between.
90	One of the reasons why we use democracy so little may be because democracy has a very bad user interface.
91	And if we improve the user interface of democracy, we might be able to use it more.
92	Of course, there's a lot of questions that you might have.
93	Well, how do you train these avatars?
94	How do you keep the data secure?
95	How do you keep the systems distributed and auditable?
96	How about my grandmother, who's 80 years old and doesn't know how to use the internet?
97	Trust me, I've heard them all.
98	So when you think about an idea like this, you have to beware of pessimists because they are known to have a problem for every solution.
99	(Laughter)
100	So I want to invite you to think about the bigger ideas.
101	The questions I just showed you are little ideas because they are questions about how this would not work.
102	The big ideas are ideas of: What else can you do with this if this would happen to work?
103	And one of those ideas is, well, who writes the laws?
104	In the beginning, we could have the avatars that we already have, voting on laws that are written by the senators or politicians that we already have.
105	But if this were to work, you could write an algorithm that could try to write a law that would get a certain percentage of approval, and you could reverse the process.
106	Now, you might think that this idea is ludicrous and we should not do it, but you cannot deny that it's an idea that is only possible in a world in which direct democracy and software agents are a viable form of participation.
107	So how do we start the revolution?
108	We don't start this revolution with picket fences or protests or by demanding our current politicians to be changed into robots.
109	That's not going to work.
110	This is much more simple, much slower and much more humble.
111	We start this revolution by creating simple systems like this in grad schools, in libraries, in nonprofits.
112	And we try to figure out all of those little questions and those little problems that we're going to have to figure out to make this idea something viable, to make this idea something that we can trust.
113	And as we create those systems that have a hundred people, a thousand people, a hundred thousand people voting in ways that are not politically binding, we're going to develop trust in this idea, the world is going to change, and those that are as little as my daughter is right now are going to grow up.
114	And by the time my daughter is my age, maybe this idea, that I know today is very crazy, might not be crazy to her and to her friends.
115	And at that point, we will be at the end of our history, but they will be at the beginning of theirs.
116	Thank you.
117	(Applause)
