	en
36	If you're claustrophobic, you do not want to be in the submarine.
37	We go down quite a distance and the missions typically last eight to nine hours in a confined space.
38	It's very different from the career I had previously which was mountain climbing where you're in open spaces, the wind is whipping, it's very cold.
39	This is the opposite.
40	It's much more technical.
41	It's much more about precision in using the instruments and troubleshooting anything that can go wrong.
42	But if something really goes wrong in the submersible, you're not going to know it.
43	(Laughter)
44	DB: So you're afraid of leaks is what you're saying.
45	VV: Leaks are not good, but if it's a leak that's happening, it's not that bad because if it was really bad you wouldn't know it, again, but — you know, fire in the capsule, that wouldn't be good either, but it's actually a very safe submersible.
46	I like to say I don't trust a lot of things in life, but I do trust titanium, I trust math and I trust finite element analysis, which is how you figure out whether or not things like this can survive these extraordinary pressures and conditions.
47	DB: And that sphere is so perfectly machined, right?
48	This is a truly unique craft.
49	VV: That was the real trick — is actually building a titanium sphere that was accurate to within .1 percent of machine.
50	Titanium is a hard metal to work and a lot of people haven't figured it out, but we were very fortunate.
51	Our extraordinary team was able to make an almost perfect sphere, which when you're subjecting something to pressure, that's the strongest geometry you can have.
52	When I'm in the submersible and that hatch closes, I'm confident that I'm going to go down and come back up.
53	DB: And that's the thing you double-check — that the hatch is closed?
54	VV: There are only two rules in diving a submarine.
55	Number one is close the hatch securely.
56	Number two is go back to rule number one.
57	DB: Alright so, Atlantic Ocean: check.
58	Southern Ocean: check.
59	VV: No one has ever dived the Southern Ocean before.
60	I know why.
61	It's really, really hostile.
62	The weather is awful.
63	The word collision comes to mind.
64	But we did that one, yes.
65	Glad that's over — DB: Yeah —
66	VV: Thank you.
67	(Applause)
68	DB: It's like you're racing through it.
69	And now the Indian Ocean, as Kelly mentioned.
70	VV: Yeah, that was three weeks ago.
71	We were fortunate enough to actually solve the mystery.
72	"If someone had asked me three weeks ago, ""What is the deepest point in the Indian Ocean?"""
73	— no one really knew.
74	There were two candidates, one off of Western Australia and one in the Java Trench.
75	We have this wonderful ship with a brilliant sonar.
76	We mapped both of them.
77	We sent landers down to the bottom and verified.
78	It's actually in the center portion of the Java Trench, which is where no one thought it was.
79	In fact, every time we've completed one of our major dives, we have to run off to Wikipedia and change it because it's completely wrong.
80	(Laughter)
81	DB: So it probably takes longer to get down there than the time you're able to spend down there?
82	VV: No, we actually spend quite a bit of time.
83	I have four days of oxygen supply in the vessel.
84	If I'm down there for four days, something's gone so wrong I'm probably not going to use it, but it's about three hours down to the deepest part of the ocean and then we can spend usually three or four hours and then another three hours up.
85	So you don't want to stay in there for more than 10 or 11 hours.
86	It can get a little tight.
87	DB: Alright, so the bottom of the Indian Ocean.
88	And this is something that no one besides you has ever seen before —
89	VV: This is actually imagery from one of our robotic landers.
90	On the bottom right you can actually see a robust assfish — that's what it's actually called.
91	(Laughter)
92	But you can see from the left a creature that's never been seen before.
93	It's actually a bottom-dwelling jellyfish called a stalked ascidian, and none of them have ever looked like this before.
94	It actually has a small child at the bottom of its stalk, and it just drifted across beautifully.
95	So every single dive we have gone on, even though we're only down there for a couple of hours, we have found three or four new species because these are places that have been isolated for billions of years and no human being has ever been down there to film them or take samples.
96	And so this is extraordinary for us —
97	(Applause)
98	So what we are hoping — the main objective of our mission is to build this tool.
99	This tool is a door, because with this tool, we'll be able to make more of them potentially and take scientists down to do thousands of dives, to open that door to exploration and find things that we had no idea even existed.
100	DB: And so more people have been to space than the bottom of the ocean.
101	You're one of three.
102	You're going to up that number, you're going to give it away.
103	VV: Yeah, three people have dived to the bottom of the Pacific Ocean.
104	The USS Trieste in 1960 with two individuals.
105	James Cameron in 2012 with his Deep Sea Challenger — thank you, Jim, great sub.
106	This is a third-generation technology.
107	We're not only going to try and go down, actually in two weeks, but we're going to try and do it multiple times, which has never been done before.
108	If we can do that, we'll have proven the technology and that door will not just go open, it will stay open.
109	(Applause)
110	DB: Fantastic.
111	Good luck.
112	VV: Thank you very much.
113	DB: Thank you.
114	VV: Thank you all.
115	(Applause)
