	en
42	My survey has two hemispheres, five telescopes, or 11, depending on how you count, 10 spectrographs and millions of objects.
43	It's a monster.
44	So let's go through the mappers.
45	The Milky Way galaxy has 250 billion plus or minus a few hundred billion stars.
46	That is not a number that you hold in your head.
47	That is a number that doesn't make practical sense to pretty much anybody.
48	You never get 250 billion jelly beans in your hand.
49	You know?
50	We're nowhere near mapping all of those stars yet.
51	So we have to choose the most interesting ones.
52	In SDSS-V, we're mapping six million stars where we think we can measure their age.
53	Because if you can measure the age of a star, that's like having six million clocks spread all throughout the Milky Way.
54	And with that information, we can unravel the history and fossil record of our galaxy and learn how it formed.
55	I'm just going to cut right to the chase here.
56	Black holes are among the most perplexing objects in the universe.
57	Why?
58	Because they are literally just math incarnate, in a physical form, that we barely understand.
59	It's like the number zero being animated and walking around the corridors here.
60	That would be super weird.
61	These are weirder.
62	And it's not just like a basketball that you smoosh down into a little point and it's super dense and that's weird.
63	No, smooshed basketballs have a surface.
64	These things don't have surfaces, and we know that now.
65	Because we've seen it.
66	Or the lack of it.
67	What's really interesting about black holes is that we can learn a lot about them by studying the material just as it passes through that point of no information return.
68	Because at that point, it's emitting lots of X-rays and optical and UV and radio waves.
69	We can actually learn how these objects grow.
70	And in SDSS, we're looking at over half a million supermassive black holes, to try to understand how they formed.
71	Like I said, we live in the Milky Way, you guys are all familiar with that.
72	The Milky Way is a completely average galaxy.
73	Nothing funny going on.
74	But it's ours, which is great.
75	We think that the Milky Way, and all the Milky Ways, have this really disturbing past of literally blowing themselves apart.
76	It's like every average guy you know has a history as a punk rock teenager.
77	That's very bizarre.
78	Stars are blowing up in these systems, black holes are growing at their centers and emitting a tremendous amount of energy.
79	How does that happen, how does this transformation happen?
80	And at SDSS, we're going to the bellies of the beast and zooming way in, to look at these processes where they are occurring in order to understand how Sid Vicious grows up into Ward Cleaver.
81	My arsenal.
82	These are my two big telescopes.
83	The Apache Point Observatory hosts the Sloan telescope in New Mexico, and the Las Campanas Observatory in Chile hosts the two-and-a-half-meter telescope, the du Pont.
84	Two and a half meters is the size of our mirror, which was huge for Tycho and Kepler.
85	But it's actually not so big today.
86	There are way bigger telescopes out there.
87	But in SDSS we use new instruments on these old telescopes to make them interesting.
88	We capture light from all of those objects into our aperture, and that light is then focused at the focal plane, where our instruments sit and process that light.
89	What's new in SDSS-V is that we're making the focal plane entirely robotic.
90	That's right: robots.
91	(Laughter)
92	So I'm going to show them to you, but they're fierce and terrifying, and I want you all to just take a breath.
93	(Exhales) Trigger warning.
94	And with no apologies to all the Blade Runners among you, here they are.
95	(Laughter)
96	I have 1,000 of these, 500 in the focal plane of each telescope in each hemisphere.
97	And this is how they move on the sky.
98	So these are our objects and a star field, so you've got stars, galaxies, black holes.
99	And our robots move to those objects as we pass over them in order to capture the light from those stars and galaxies and black holes, and yes, it is weird to capture black hole light, but we've already gone over that black holes are weird.
100	One more thing.
101	Stars are exploding all the time, like this one did back in 1987 in our cosmic backyard.
102	Black holes are growing all the time.
103	There is a new sky every night.
104	Which means we can't just map the sky one time.
105	We have to map the sky multiple times.
106	So in SDSS-V, we're going back to each part of the sky multiple times in order to see how these objects change over time.
107	Because those changes in time encode the physics, and they encode how these objects are growing and changing.
108	Mow the sky.
109	OK, let me just recap.
110	Global survey, two hemispheres, five telescopes, 10 spectrographs, millions of objects, mow the sky, creative army, robots, yeah.
111	"So you're thinking, ""Wow."
112	"She must have this industrial machine going, no room for the individual, curious, lone wolf genius,"" right?"
113	And you'd be 100 percent wrong.
114	Meet Hanny's Voorwerp.
115	Hanny van Arkel was a Dutch schoolteacher who was analyzing the public versions of the SDSS data, when she found this incredibly rare type of object, which is now a subject of major study.
116	She was able to do this because SDSS, since its beginning and by mandate from the Sloan Foundation, has made its data both publicly available and usable to a broad range of audiences.
117	She's a citizen — yeah, clap for that.
118	Clap for that.
119	(Applause)
120	"Hanny is a citizen scientist, or as I like to call them, ""citizen warriors."""
121	And she shows that you don't have to be a fancy astrophysicist to participate.
122	You just have to be curious.
123	"A few years ago, my four-year-old asked, ""Can moons have moons?"""
124	And I set about to answer this question because even though many four-year-olds over all of time have probably asked this question, many experts, including myself, didn't know the answer.
125	These are the moons in our solar system that can host hypothetical submoons.
126	And that just goes to show you that there are so many basic questions left to be understood.
127	And this brings me to the most important point about SDSS.
128	Because, yeah, the stars, the galaxies, the black holes, the robots — that's all super cool.
129	But the coolest thing of all is that eensy-weensy creatures on a rubble pile around a totally average star in a totally average galaxy can win the battle to understand their world.
130	Every dot in this video is a galaxy.
131	Every dot.
132	(Cheers) (Applause)
133	I'm showing here the number of galaxies that astronomers have mapped in large surveys since about 1980.
134	You can see SDSS kick in around Y2K.
135	If we stay on this line, we will map every large galaxy in the observable universe by 2060.
136	Think about that.
137	Think about it: we've gone from arranging clamshells to general relativity to SDSS in a few thousand years — and if we hang on 40 more, we can map all the galaxies.
138	But we have to stay on the line.
139	Will that be our choice?
140	There are dark forces in this world that will rob our entire species of our right to understand our universe.
141	Don't be afraid of the dark.
142	Fight back.
143	Join us.
144	Thank you.
145	(Applause)
