	en
109	And furthermore, when somebody stimulates your amygdala while you're sitting there and you might just be working, you don't show any signs of distress, but you stop breathing, and you don't start again until somebody stimulates you.
110	"""Hey, Roz, are you there?"""
111	And you open your mouth to talk.
112	As you take that breath to speak, you start breathing again.
113	So we had started with work on stress, which had enabled us to build lots of sensors that were gathering high quality enough data that we could leave the lab and start to get this in the wild; accidentally found a whopper of a response with the seizure, neurological activation that can cause a much bigger response than traditional stressors; lots of partnership with hospitals and an epilepsy monitoring unit, especially Children's Hospital Boston and the Brigham; and machine learning and AI on top of this to take and collect lots more data in service of trying to understand these events and if we could prevent SUDEP.
114	This is now commercialized by Empatica, a start-up that I had the privilege to cofound, and the team there has done an amazing job improving the technology to make a very beautiful sensor that not only tells time and does steps and sleep and all that good stuff, but this is running real-time AI and machine learning to detect generalized tonic-clonic seizures and send an alert for help if I were to have a seizure and lose consciousness.
115	This just got FDA-approved as the first smartwatch to get approved in neurology.
116	(Applause)
117	Now, the next slide is what made my skin conductance go up.
118	One morning, I'm checking my email and I see a story from a mom who said she was in the shower, and her phone was on the counter by the shower, and it said her daughter might need her help.
119	So she interrupts her shower and goes running to her daughter's bedroom, and she finds her daughter facedown in bed, blue and not breathing.
120	She flips her over — human stimulation — and her daughter takes a breath, and another breath, and her daughter turns pink and is fine.
121	I think I turned white reading this email.
122	"My first response is, ""Oh no, it's not perfect."
123	The Bluetooth could break, the battery could die.
124	All these things could go wrong.
125	"Don't rely on this."""
126	"And she said, ""It's OK."
127	I know no technology is perfect.
128	None of us can always be there all the time.
129	"But this, this device plus AI enabled me to get there in time to save my daughter's life."""
130	Now, I've been mentioning children, but SUDEP peaks, actually, among people in their 20s, 30s and 40s, and the next line I'm going to put up is probably going to make some people uncomfortable, but it's less uncomfortable than we'll all be if this list is extended to somebody you know.
131	Could this happen to somebody you know?
132	And the reason I bring up this uncomfortable question is because one in 26 of you will have epilepsy at some point, and from what I've been learning, people with epilepsy often don't tell their friends and their neighbors that they have it.
133	So if you're willing to let them use an AI or whatever to summon you in a moment of possible need, if you would let them know that, you could make a difference in their life.
134	Why do all this hard work to build AIs?
135	A couple of reasons here: one is Natasha, the girl who lived, and her family wanted me to tell you her name.
136	Another is her family and the wonderful people out there who want to be there to support people who have conditions that they've felt uncomfortable in the past mentioning to others.
137	And the other reason is all of you, because we have the opportunity to shape the future of AI.
138	We can actually change it, because we are the ones building it.
139	So let's build AI that makes everybody's lives better.
140	Thank you.
141	(Applause)
