	en
42	So this is my big idea: I want to take human pluripotent stem cells, grow them up in large numbers, differentiate them into cardiac muscle cells and then take them out of the dish and transplant them into the hearts of patients who have had heart attacks.
43	I think this is going to reseed the wall with new muscle tissue, and this will restore contractile function to the heart.
44	(Applause)
45	Now, before you applaud too much, this was my idea 20 years ago.
46	(Laughter)
47	And I was young, I was full of it, and I thought, five years in the lab, and we'll crank this out, and we'll have this into the clinic.
48	Let me tell you what really happened.
49	(Laughter)
50	We began with the quest to turn these pluripotent stem cells into heart muscle.
51	And our first experiments worked, sort of.
52	We got these little clumps of beating human heart muscle in the dish, and that was cool, because it said, in principle, this should be able to be done.
53	But when we got around to doing the cell counts, we found that only one out of 1,000 of our stem cells were actually turning into heart muscle.
54	The rest was just a gemisch of brain and skin and cartilage and intestine.
55	So how do you coax a cell that can become anything into becoming just a heart muscle cell?
56	Well, for this we turned to the world of embryology.
57	For over a century, the embryologists had been pondering the mysteries of heart development.
58	And they had given us what was essentially a Google Map for how to go from a single fertilized egg all the way over to a human cardiovascular system.
59	So we shamelessly absconded all of this information and tried to make human cardiovascular development happen in a dish.
60	It took us about five years, but nowadays, we can get 90 percent of our stem cells to turn into cardiac muscle — a 900-fold improvement.
61	So this was quite exciting.
62	This slide shows you our current cellular product.
63	We grow our heart muscle cells in little three-dimensional clumps called cardiac organoids.
64	Each of them has 500 to 1,000 heart muscle cells in it.
65	If you look closely, you can see these little organoids are actually twitching; each one is beating independently.
66	But they've got another trick up their sleeve.
67	We took a gene from jellyfish that live in the Pacific Northwest, and we used a technique called genome editing to splice this gene into the stem cells.
68	And this makes our heart muscle cells flash green every time they beat.
69	OK, so now we were finally ready to begin animal experiments.
70	We took our cardiac muscle cells and we transplanted them into the hearts of rats that had been given experimental heart attacks.
71	A month later, I peered anxiously down through my microscope to see what we had grown, and I saw ... nothing.
72	Everything had died.
73	"But we persevered on this, and we came up with a biochemical cocktail that we called our ""pro-survival cocktail,"" and this was enough to allow our cells to survive through the stressful process of transplantation."
74	And now when I looked through the microscope, I could see this fresh, young, human heart muscle growing back in the injured wall of this rat's heart.
75	So this was getting quite exciting.
76	The next question was: Will this new muscle beat in synchrony with the rest of the heart?
77	So to answer that, we returned to the cells that had that jellyfish gene in them.
78	We used these cells essentially like a space probe that we could launch into a foreign environment and then have that flashing report back to us about their biological activity.
79	What you're seeing here is a zoomed-in view, a black-and-white image of a guinea pig's heart that was injured and then received three grafts of our human cardiac muscle.
80	So you see those sort of diagonally running white lines.
81	Each of those is a needle track that contains a couple of million human cardiac muscle cells in it.
82	And when I start the video, you can see what we saw when we looked through the microscope.
83	Our cells are flashing, and they're flashing in synchrony, back through the walls of the injured heart.
84	What does this mean?
85	It means the cells are alive, they're well, they're beating, and they've managed to connect with one another so that they're beating in synchrony.
86	But it gets even more interesting than this.
87	If you look at that tracing that's along the bottom, that's the electrocardiogram from the guinea pig's own heart.
88	And if you line up the flashing with the heartbeat that's shown on the bottom, what you can see is there's a perfect one-to-one correspondence.
89	In other words, the guinea pig's natural pacemaker is calling the shots, and the human heart muscle cells are following in lockstep like good soldiers.
90	(Applause)
91	Our current studies have moved into what I think is going to be the best possible predictor of a human patient, and that's into macaque monkeys.
92	This next slide shows you a microscopic image from the heart of a macaque that was given an experimental heart attack and then treated with a saline injection.
93	This is essentially like a placebo treatment to show the natural history of the disease.
94	The macaque heart muscle is shown in red, and in blue, you see the scar tissue that results from the heart attack.
95	So as you look as this, you can see how there's a big deficiency in the muscle in part of the wall of the heart.
96	And it's not hard to imagine how this heart would have a tough time generating much force.
97	Now in contrast, this is one of the stem-cell-treated hearts.
98	Again, you can see the monkey's heart muscle in red, but it's very hard to even see the blue scar tissue, and that's because we've been able to repopulate it with the human heart muscle, and so we've got this nice, plump wall.
99	OK, let's just take a second and recap.
100	I've showed you that we can take our stem cells and differentiate them into cardiac muscle.
101	We've learned how to keep them alive after transplantation, we've showed that they beat in synchrony with the rest of the heart, and we've shown that we can scale them up into an animal that is the best possible predictor of a human's response.
102	You'd think that we hit all the roadblocks that lay in our path, right?
103	Turns out, not.
104	These macaque studies also taught us that our human heart muscle cells created a period of electrical instability.
105	They caused ventricular arrhythmias, or irregular heartbeats, for several weeks after we transplanted them.
106	This was quite unexpected, because we hadn't seen this in smaller animals.
107	We've studied it extensively, and it turns out that it results from the fact that our cellular graphs are quite immature, and immature heart muscle cells all act like pacemakers.
108	So what happens is, we put them into the heart, and there starts to be a competition with the heart's natural pacemaker over who gets to call the shots.
109	It would be sort of like if you brought a whole gaggle of teenagers into your orderly household all at once, and they don't want to follow the rules and the rhythms of the way you run things, and it takes a while to rein everybody in and get people working in a coordinated fashion.
110	So our plans at the moment are to make the cells go through this troubled adolescence period while they're still in the dish, and then we'll transplant them in in the post-adolescent phase, where they should be much more orderly and be ready to listen to their marching orders.
111	In the meantime, it turns out we can actually do quite well by treating with anti-arrhythmia drugs as well.
112	So one big question still remains, and that is, of course, the whole purpose that we set out to do this: Can we actually restore function to the injured heart?
113	"To answer this question, we went to something that's called ""left ventricular ejection fraction."""
114	Ejection fraction is simply the amount of blood that is squeezed out of the chamber of the heart with each beat.
115	Now, in healthy macaques, like in healthy people, ejection fractions are about 65 percent.
116	After a heart attack, ejection fraction drops down to about 40 percent, so these animals are well on their way to heart failure.
117	In the animals that receive a placebo injection, when we scan them a month later, we see that ejection fraction is unchanged, because the heart, of course, doesn't spontaneously recover.
118	But in every one of the animals that received a graft of human cardiac muscle cells, we see a substantial improvement in cardiac function.
119	This averaged eight points, so from 40 to 48 percent.
120	What I can tell you is that eight points is better than anything that's on the market right now for treating patients with heart attacks.
121	It's better than everything we have put together.
122	So if we could do eight points in the clinic, I think this would be a big deal that would make a large impact on human health.
123	But it gets more exciting.
124	That was just four weeks after transplantation.
125	If we extend these studies out to three months, we get a full 22-point gain in ejection fraction.
126	(Applause)
127	Function in these treated hearts is so good that if we didn't know up front that these animals had had a heart attack, we would never be able to tell from their functional studies.
128	Going forward, our plan is to start phase one, first in human trials here at the University of Washington in 2020 — two short years from now.
129	Presuming these studies are safe and effective, which I think they're going to be, our plan is to scale this up and ship these cells all around the world for the treatment of patients with heart disease.
130	Given the global burden of this illness, I could easily imagine this treating a million or more patients a year.
131	So I envision a time, maybe a decade from now, where a patient like my mother will have actual treatments that can address the root cause and not just manage her symptoms.
132	This all comes from the fact that stem cells give us the ability to repair the human body from its component parts.
133	In the not-too-distant future, repairing humans is going to go from something that is far-fetched science fiction into common medical practice.
134	And when this happens, it's going to have a transformational effect that rivals the development of vaccinations and antibiotics.
135	Thank you for your attention.
136	(Applause)
