	en
94	They fit their products on the human body, not on 3-D avatars.
95	Technology is not a part of their vocabulary, but they are modern people.
96	They know how to use technology.
97	So if technology can be formed and shaped like a button, like a textile, like something they can use, they absolutely can make a wearable, a garment which can place a phone call.
98	(Phone rings)
99	So now we've proven that you can actually make a wearable, not by an electronic company, but by a tailor.
100	We worked and collaborated with Levi's, our partners and our neighbors, to make a real product, and this product is this jacket I'm wearing right now.
101	You can buy it.
102	It's on sale.
103	It was made in the same factories which make all their products, and you have noticed I've been controlling my presentation from the sleeve of the jacket.
104	I go like this, it goes forward.
105	Like this, it goes backward.
106	And of course, I can do more things.
107	It's not just to control a presentation.
108	I can now control my navigation, control my music, but most importantly, it stays a jacket, it stays a thing, which makes me look great.
109	(Laughter)
110	(Applause)
111	And that's the most important thing.
112	(Laughter)
113	So OK, we proved we can turn things into interfaces.
114	We proved that these things can be made by makers of things and not by technology companies.
115	I look awesome.
116	Are we done?
117	(Laughter)
118	Not yet.
119	The third challenge: How can we scale?
120	How can we go from one product to many products?
121	And that's what we're working on right now.
122	Let me tell you how we're going to do this.
123	First of all, I want to make myself clear — I am not talking about the Internet of Things.
124	I'm not talking about creating another gadget you get bored with and throw in the back of your drawer and forget about.
125	"I am talking about the foundational, important principle which guides my work: ""Technology has to make existing things better."""
126	It makes them better by connecting them to your digital life and adds new usefulness and new functionality while remaining the same original purpose, not changing it.
127	This jacket I am wearing can control my mobile phone and presentation, but it still remains a jacket.
128	That means that once we start making all things interactive and connected, every thing would have its own set of actuators, displays and sensors specific for those things.
129	A pair of running shoes does not need to have a touch sensor.
130	Why would it have one?
131	If you have a sensor, it should measure your running performance or knee impact, while remaining a great pair of shoes.
132	Makers of things will have to start thinking what kind of digital functionality they have to offer to their consumers.
133	They will have to become service providers, or they may become irrelevant.
134	We will have to provide and create a service ecosystem just like we've done for mobile phones, where you have apps and services and everything else, and sometimes, you're still making a phone call.
135	Now to make this ecosystem possible, we have to avoid fragmentation.
136	We have to avoid different interfaces for different people for different things.
137	We have to create uniform user experience and, for that reason, we have to create a single computing platform which powers all those things.
138	What is the platform going to be?
139	And I think the answer is obvious: it's a cloud, cloud computing.
140	Now you cannot connect things directly to the cloud, obviously.
141	So you have to develop a small device which can be plugged into all the things and make them connected to the cloud to unlock their potential and add new functionality.
142	So let me show, for the first time, the real device which we've built.
143	We are showing this for the first time.
144	That's what it looks like, and it's a small device which will be connected to things we want to make smart and connected and interactive.
145	How is it going to work?
146	So on the back, you have a few electrodes.
147	So when you plug them into different things, like here, the device will recognize where you're plugging them and then reconfigure itself to enable specific functionality for this particular thing.
148	We would like to give this device to makers of things, the people who make your clothing and furniture, so they can use it just like they use a button or a zipper.
149	And what they're going to make with them is up to them.
150	We don't want to dictate the use cases.
151	We would like to let people who make those things — artists and designers, brands and craftsmen — to imagine and create this new world where things are connected and have all this new, exciting digital functionality.
152	We don't need keyboards and screens and mouses to interact with your computer.
153	So I've been working on this idea for 20 years, and now it's taking shape, and as it's taking shape, what we are realizing is that I always thought I was working on computer interfaces, I always thought of myself as an interaction designer, but I'm realizing that I'm not building interfaces.
154	What I realized is that me and my team, we're building a new kind of computer, an ambient computer.
155	Thank you.
156	(Applause)
