	en
37	This is going off the charts.
38	I mean, it's going to look like a tech business plan.
39	(Laughter)
40	And the reason is, we're in the era of exponential technologies, which routinely take eternal impossibilities and make them the actual superpowers of one or two living geniuses and — this is the big part — then diffuse those powers to more or less everybody.
41	Now, here's a benign example.
42	If you wanted to play checkers with a computer in 1952, you literally had to be that guy, then commandeer one of the world's 19 copies of that computer, then used your Nobel-adjacent brain to teach it checkers.
43	That was the bar.
44	Today, you just need to know someone who knows someone who owns a telephone, because computing is an exponential technology.
45	"So is synthetic biology, which I'll now refer to as ""synbio."""
46	And in 2011, a couple of researchers did something every bit as ingenious and unprecedented as the checkers trick with H5N1 flu.
47	This is a strain that kills up to 60 percent of the people it infects, more than Ebola.
48	But it is so uncontagious that it's killed fewer than 50 people since 2015.
49	So these researchers edited H5N1's genome and made it every bit as deadly, but also wildly contagious.
50	The news arm of one of the world's top two scientific journals said if this thing got out, it would likely cause a pandemic with perhaps millions of deaths.
51	And Dr. Paul Keim said he could not think of an organism as scary as this, which is the last thing I personally want to hear from the Chairman of the National Science Advisory Board on Biosecurity.
52	And by the way, Dr. Keim also said this —
53	"[""I don't think anthrax is scary at all compared to this.""]"
54	And he's also one of these.
55	[Anthrax expert] (Laughter)
56	Now, the good news about the 2011 biohack is that the people who did it didn't mean us any harm.
57	They're virologists.
58	They believed they were advancing science.
59	The bad news is that technology does not freeze in place, and over the next few decades, their feat will become trivially easy.
60	In fact, it's already way easier, because as we learned yesterday morning, just two years after they did their work, the CRISPR system was harnessed for genome editing.
61	This was a radical breakthrough that makes gene editing massively easier — so easy that CRISPR is now taught in high schools.
62	And this stuff is moving quicker than computing.
63	That slow, stodgy white line up there?
64	That's Moore's law.
65	That shows us how quickly computing is getting cheaper.
66	That steep, crazy-fun green line, that shows us how quickly genetic sequencing is getting cheaper.
67	Now, gene editing and synthesis and sequencing, they're different disciplines, but they're tightly related.
68	And they're all moving in these headlong rates.
69	And the keys to the kingdom are these tiny, tiny data files.
70	That is an excerpt of H5N1's genome.
71	The whole thing can fit on just a few pages.
72	And yeah, don't worry, you can Google this as soon as you get home.
73	It's all over the internet, right?
74	And the part that made it contagious could well fit on a single Post-it note.
75	And once a genius makes a data file, any idiot can copy it, distribute it worldwide or print it.
76	And I don't just mean print it on this, but soon enough, on this.
77	So let's imagine a scenario.
78	Let's say it's 2026, to pick an arbitrary year, and a brilliant virologist, hoping to advance science and better understand pandemics, designs a new bug.
79	It's as contagious as chicken pox, it's as deadly as Ebola, and it incubates for months and months before causing an outbreak, so the whole world can be infected before the first sign of trouble.
80	Then, her university gets hacked.
81	And of course, this is not science fiction.
82	In fact, just one recent US indictment documents the hacking of over 300 universities.
83	So that file with the bug's genome on it spreads to the internet's dark corners.
84	And once a file is out there, it never comes back — just ask anybody who runs a movie studio or a music label.
85	So now maybe in 2026, it would take a true genius like our virologist to make the actual living critter, but 15 years later, it may just take a DNA printer you can find at any high school.
86	And if not?
87	Give it a couple of decades.
88	So, a quick aside: Remember this slide here?
89	Turn your attention to these two words.
90	If somebody tries this and is only 0.1 percent effective, eight million people die.
91	That's 2,500 9/11s.
92	Civilization would survive, but it would be permanently disfigured.
93	So this means we need to be concerned about anybody who has the faintest shot on goal, not just geniuses.
94	So today, there's a tiny handful of geniuses who probably could make a doomsday bug that's .1-percent effective and maybe even a little bit more.
95	They tend to be stable and successful and so not part of this group.
96	So I guess I'm sorta kinda barely OK-ish with that.
97	But what about after technology improves and diffuses and thousands of life science grad students are enabled?
98	Are every single one of them going to be perfectly stable?
99	Or how about a few years after that, where every stress-ridden premed is fully enabled?
100	At some point in that time frame, these circles are going to intersect, because we're now starting to talk about hundreds of thousands of people throughout the world.
101	And they recently included that guy who dressed up like the Joker and shot 12 people to death at a Batman premiere.
102	That was a neuroscience PhD student with an NIH grant.
103	OK, plot twist: I think we can actually survive this one if we start focusing on it now.
104	And I say this, having spent countless hours interviewing global leaders in synbio and also researching their work for science podcasts I create.
105	I have come to fear their work, in case I haven't gotten that out there yet —
106	(Laughter)
107	but more than that, to revere its potential.
108	This stuff will cure cancer, heal our environment and stop our cruel treatment of other creatures.
109	So how do we get all this without, you know, annihilating ourselves?
110	First thing: like it or not, synbio is here, so let's embrace the technology.
111	If we do a tech ban, that would only hand the wheel to bad actors.
112	Unlike nuclear programs, biology can be practiced invisibly.
113	Massive Soviet cheating on bioweapons treaties made that very clear, as does every illegal drug lab in the world.
114	Secondly, enlist the experts.
115	Let's sign them up and make more of them.
116	For every million and one bioengineers we have, at least a million of them are going to be on our side.
117	I mean, Al Capone would be on our side in this one.
118	The bar to being a good guy is just so low.
119	And massive numerical advantages do matter, even when a single bad guy can inflict grievous harm, because among many other things, they allow us to exploit the hell out of this: we have years and hopefully decades to prepare and prevent.
120	The first person to try something awful — and there will be somebody — may not even be born yet.
121	Next, this needs to be an effort that spans society, and all of you need to be a part of it, because we cannot ask a tiny group of experts to be responsible for both containing and exploiting synthetic biology, because we already tried that with the financial system, and our stewards became massively corrupted as they figured out how they could cut corners, inflict massive, massive risks on the rest of us and privatize the gains, becoming repulsively wealthy while they stuck us with the $22 trillion bill.
122	And more recently —
123	(Applause)
124	Are you the ones who have gotten the thank-you letters?
125	I'm still waiting for mine.
126	I just figured they were too busy to be grateful.
127	And much more recently, online privacy started looming as a huge issue, and we basically outsourced it.
128	And once again: privatized gains, socialized losses.
129	Is anybody else sick of this pattern?
130	(Applause)
131	So we need a more inclusive way to safeguard our prosperity, our privacy and soon, our lives.
132	So how do we do all of this?
133	Well, when bodies fight pathogens, they use ingenious immune systems, which are very complex and multilayered.
134	Why don't we build one of these for the whole damn ecosystem?
135	There's a year of TED Talks that could be given on this first critical layer.
136	So these are just a couple of many great ideas that are out there.
137	Some R and D muscle could take the very primitive pathogen sensors that we currently have and put them on a very steep price performance curve that would quickly become ingenious and networked and gradually as widespread as smoke detectors and even smartphones.
138	On a very related note: vaccines have all kinds of problems when it comes to manufacturing and distribution, and once they're made, they can't adapt to new threats or mutations.
139	We need an agile biomanufacturing base extending into every single pharmacy and maybe even our homes.
140	Printer technology for vaccines and medicines is within reach if we prioritize it.
141	Next, mental health.
142	Many people who commit suicidal mass murder suffer from crippling, treatment-resistant depression or PTSD.
143	We need noble researchers like Rick Doblin working on this, but we also need the selfish jerks who are way more numerous to appreciate the fact that acute suffering will soon endanger all of us, not just those afflicted.
144	Those jerks will then join us and Al Capone in fighting this condition.
145	Third, each and every one of us can be and should be a white blood cell in this immune system.
146	Suicidal mass murderers can be despicable, yes, but they're also terribly broken and sad people, and those of us who aren't need to do what we can to make sure nobody goes unloved.
147	(Applause)
148	Next, we need to make fighting these dangers core to the discipline of synthetic biology.
149	There are companies out there that at least claim they let their engineers spend 20 percent of their time doing whatever they want.
150	What if those who hire bioengineers and become them give 20 percent of their time to building defenses for the common good?
151	Not a bad idea, right?
152	(Applause)
153	Then, finally: this won't be any fun.
154	But we need to let our minds go to some very, very dark places, and thank you for letting me take you there this evening.
155	"We survived the Cold War because every one of us understood and respected the danger, in part, because we had spent decades telling ourselves terrifying ghost stories with names like ""Dr. Strangelove"" and ""War Games."""
156	This is no time to remain calm.
157	This is one of those rare times when it's incredibly productive to freak the hell out —
158	(Laughter)
159	to come up with some ghost stories and use our fear as fuel to fight this danger.
160	Because, all these terrible scenarios I've painted — they are not destiny.
161	They're optional.
162	The danger is still kind of distant.
163	And that means it will only befall us if we allow it to.
164	Let's not.
165	Thank you very much for listening.
166	(Applause)
