	en
170	So we're getting to the point where we can rebuild most of our body parts, in the same way as if you break a bone or burn your skin, it regrows.
171	We're beginning to learn how to regrow our tracheas or how to regrow our bladders.
172	Both of those have been implanted in humans.
173	Tony Atala is working on 32 different organs.
174	But the core is going to be this, because this is you and the rest is just packaging.
175	Nobody's going to live beyond 120, 130, 140 years unless if we fix this.
176	And that's the most interesting challenge.
177	"That's the next frontier, along with: ""How common is life in the universe?"""
178	"""Where did we come from?"""
179	and questions like that.
180	Let me end this with an apocryphal quote from Einstein.
181	[You can live as if everything is a miracle, or you can live as if nothing is a miracle.]
182	It's your choice.
183	You can focus on the bad, you can focus on the scary, and certainly there's a lot of scary out there.
184	But use 10 percent of your brain to focus on that, or maybe 20 percent, or maybe 30 percent.
185	But just remember, we really are living in an age of miracle and wonder.
186	We're lucky to be alive today.
187	We're lucky to see this stuff.
188	We're lucky to be able to interact with folks like the folks who are building all the stuff in this room.
189	So thank you to all of you, for all you do.
190	(Applause)
