	en
98	And as soon as I move on top of the ribcage and between the intercostal muscles, which is softer and harder, I can feel the difference of the stiffness.
99	Take my word for it.
100	So now you see, it's much stiffer in terms of the force it's giving back to my fingertip.
101	So I showed you the surfaces that aren't moving.
102	How about if I were to approach something that moves, for example, like a beating heart?
103	What would I feel?
104	(Applause)
105	This can be your beating heart.
106	This can actually be inside your pocket while you're shopping online.
107	Now you'll be able to feel the difference of the sweater that you're buying, how soft it is, if it's actually cashmere or not, or the bagel that you're trying to buy, how hard it is or how crispy it is.
108	This is now possible.
109	The robotics technology is advancing to be more personalized and adaptive, to adapt to our everyday needs.
110	This unique specie of reconfigurable robotics is actually the platform to provide this invisible, intuitive interface to meet our exact needs.
111	These robots will no longer look like the characters from the movies.
112	Instead, they will be whatever you want them to be.
113	Thank you.
114	(Applause)
