	en
63	It was a blessing in disguise, although if anyone had said that to me back then, I probably would've given them the finger and told them to jog on.
64	I wasn't willing to give up that easily.
65	So at age 11, I was bursting with excitement when my dance teacher informed me of a talent show which boasted opportunities of making you a star.
66	This was the second opportunity I was faced with.
67	I entered into singing, acting, dancing and modeling.
68	The talent show consisted of workshops and seminars with specialists who would help train you up for your performance at the end of the week.
69	"After meeting a woman called Louise Johnston in an improvisation acting workshop, she gave me the words ""bowling ball,"" and asked me to create a short scene inspired by these words."
70	After making her laugh with a fictional story, of how I threw a bowling ball at my brother and it bounced, she asked me to join her acting agency.
71	I didn't really know what this meant.
72	I knew that I would do auditions for films and maybe become an actor, but I still had big dreams of becoming a professional dancer, so this woman was going to have to work a lot harder than that if she was going to convince eleven-year-old me that I was going to become an actress.
73	Was this going to take time away from the 30 hours of dancing I was doing a week?
74	And what if I didn't get the part?
75	Was this going to be too upsetting?
76	And do actresses have teeth like mine?
77	Because if they do, I'm yet to watch any of their movies.
78	"After meeting Louise in the February of 2009 and trying but failing to land the part in the hit sequel ""Nanny McPhee"" to ""The Big Bang,"" my second audition was for a show called ""Game of Thrones."""
79	This was the third opportunity or challenge I was presented with.
80	I climbed the steps to the Methodist Church with my mother's hand in mine.
81	I perched my tiny bottom in one of the seats outside the audition room and listened to an annoying girl with her even more annoying mother tell me all about the number of auditions she had done prior to this one.
82	And also about her pet fish.
83	My name was called, then I stepped inside.
84	I had a hard Bristolian accent and dark rings around my eyes that were so big they took up half my face and a hole in the knee of my trousers which I tried to cover with my left hand as I was talking to the kind lady who taped my audition.
85	But as soon as she pressed record, it all drifted away.
86	Much like when I was dancing in my mother's living room, I harnessed all of my insecurities and self-doubt and let it flow through the words that came out of my mouth.
87	I was cheeky.
88	I was loud.
89	I was angry.
90	And for this, I was perfect.
91	After getting the part and shooting the pilot episode, the show slowly grew to become one of the biggest shows in television history.
92	To this day, we've smashed previous HBO viewing records.
93	We've been nominated for over 130 Emmys, making us the most Emmy-nominated show to ever exist.
94	We've recently finished shooting our eighth and final season, which is predicted to smash records that we've already broken.
95	And nearly a decade to the day since my first audition, I'm still wondering, when am I going to get to be Billy Elliot?
96	(Laughter) I joke, but in all seriousness, I have absolutely no plans of slowing down.
97	Throughout my time in this industry, it has been a minefield.
98	I have grown from a child into an adult, and from four feet tall into a whopping five feet tall.
99	"(Laughter) I have constantly been trying to say the right thing, accidentally saying the wrong thing, trying not to swear too much and trying to stop saying ""like, like"" all of the time."
100	In February of 2017, a friend of mine, Dom, and I were swigging beers in my kitchen, and he confessed to me that there is a huge problem with the creative industries.
101	I agreed.
102	The series of events that had got me to that point were based mainly on luck and timing and were unable to be recreated.
103	He suggested to me that we create a social media, but just for artists to be able to collaborate with one another and create a career.
104	This was the fourth opportunity or challenge I was presented with.
105	"""Great,"" I thought."
106	"""How the hell do we do that?"""
107	And daisie was born.
108	Of course, everyone who I spoke to about my latest endeavor thought that I was mad; however, I know that this is something that I can help change.
109	This last year in the industry, we've seen a huge shift with the Me Too movement.
110	The industry is built with gatekeepers holding all of the power and selecting who they deem talented enough to advance to the next level.
111	More often than not, it's easier to catch the attention of those people if you have graduated from an expensive school.
112	But even then, I have so many friends who are fresh out of art school, having trained for years and are still no closer to creating a career.
113	Now, I'm not claiming that with daisie I can make everybody a star, but I do believe that the key to success within creative industries is collaborating.
114	Actors are only as good as their writers.
115	Musicians are only as strong as their producers.
116	And designers need their teams.
117	To start the company, we self-funded.
118	"I had a pot of cash from ""Game of Thrones"" that I was free to invest wherever I liked."
119	Dom had a series of businesses from the age of 16, which meant he was also left with a pot of cash.
120	We threw our money together 50-50, and we built a team.
121	Now, Lady Gaga has repeatedly said that there could be a room of 100 people, and 99 don't believe in you, but it just takes that one person to believe in you, and they can change your life.
122	Well, now we have a team of six.
123	Over the next 16 months, we built our MVP.
124	Now, if you're wondering what an MVP is, I only found out what it is about six months ago.
125	And from what I can gather, it's a product which proves as a problem worth solving with the minimum team effort.
126	So basically from my point of view, you're marketing something which you know is going to be good one day, but is a little bit bad right now.
127	And for us, that was an iOS app.
128	The six of us made an office in Dom's garden, and on August 1, 2018, we released our version one.
129	We had over 30,000 downloads in the first 24 hours and over 30,000 comments asking when the Android version was going to be coming.
130	Despite our app being imperfect, buggy and literally built by one man alone, this was exactly what we needed for people to invest.
131	We learned a lot from our angry users and our scary investors.
132	And over the last six months, we have grown our team to 16 people.
133	From then till now, we've been building version two, which we will be launching in April.
134	Within the industry, there is a common phrase which I think we're all pretty familiar with.
135	"And that is, ""It's not what you know, it's who you know."""
136	And with daisie, I hope to give that power back to the creator.
137	I want to encourage people to create a list of contacts that they will work with and support as they take their first steps into the fickle and often challenging creative world.
138	I am of the generation who grew up with the Internet.
139	I've never known anything else.
140	We are connected, we are aware, and we are the future.
141	I hope daisie can breathe new life into the slightly dystopian, ad-riddled hellscapes that social media platforms have become.
142	I hope to create a space where people can boast their art and creativity rather than what car they are driving and whether or not they bought it in cash or on finance.
143	In a world where literally anyone can be famous, I hope to inspire people to be talented instead.
144	Talent will carry you so much further than your 15 minutes of fame.
145	So why am I telling you all this?
146	The very fact that I'm here giving a TEDx talk right now is so far from anything I thought that I was capable of.
147	Even writing the bio for my speech made me realize that in a decade, everything in my life has changed.
148	I am an Emmy-nominated actress, an entrepreneur and an activist; yet I have no formal qualifications to my name.
149	When I left school about seven years ago, I made it my mission to continue learning even though I never wanted to set foot in a classroom again.
150	Who knows what's going to happen to my life in the next 10 years?
151	I surely have no idea.
152	I've never had an end goal.
153	It's working out okay so far.
154	So trust that you're good enough.
155	If there's one thing that I've learned is that there truly is a place for everyone.
156	Ask questions, and laugh in the face of people who say that they're stupid questions.
157	Be open to learning and admitting when you don't know what the hell is going on.
158	Refuse to hold yourself back, and dare to dream big.
159	Thank you for listening.
160	(Applause)
