	en
84	And it allowed me to test my device on her samples as well.
85	The first two months I measured on her samples, there was nothing.
86	But the third month, I discovered some bacterial chatter in her sample.
87	The bacteria were coordinating to damage her lung tissue.
88	But the traditional diagnostics showed no bacteria at all.
89	I measured again the next month, and I could see that the bacterial conversations became even more aggressive.
90	Still, the traditional diagnostics showed nothing.
91	My study ended, but a half a year later, I followed up on her status to see if the bacteria only I knew about had disappeared without medical intervention.
92	They hadn't.
93	But the girl was now diagnosed with a severe infection of deadly bacteria.
94	It was the very same bacteria my tool discovered earlier.
95	And despite aggressive antibiotic treatment, it was impossible to eradicate the infection.
96	Doctors deemed that she would not survive her 20s.
97	When I measured on this girl's samples, my tool was still in the initial stage.
98	I didn't even know if my method worked at all, therefore I had an agreement with the doctors not to tell them what my tool revealed in order not to compromise their treatment.
99	So when I saw these results that weren't even validated, I didn't dare to tell because treating a patient without an actual infection also has negative consequences for the patient.
100	But now we know better, and there are many young boys and girls that still can be saved because, unfortunately, this scenario happens very often.
101	Patients get infected, the bacteria somehow don't show on the traditional diagnostic test, and suddenly, the infection breaks out in the patient with severe symptoms.
102	And at that point, it's already too late.
103	The surprising result of the 62 patients I followed was that my device caught bacterial conversations in more than half of the patient samples that were diagnosed as negative by traditional methods.
104	In other words, more than half of these patients went home thinking they were free from infection, although they actually carried dangerous bacteria.
105	Inside these wrongly diagnosed patients, bacteria were coordinating a synchronized attack.
106	They were whispering to each other.
107	"What I call ""whispering bacteria"" are bacteria that traditional methods cannot diagnose."
108	So far, it's only the translation tool that can catch those whispers.
109	I believe that the time frame in which bacteria are still whispering is a window of opportunity for targeted treatment.
110	If the girl had been treated during this window of opportunity, it might have been possible to kill the bacteria in their initial stage, before the infection got out of hand.
111	What I experienced with this young girl made me decide to do everything I can to push this technology into the hospital.
112	Together with doctors, I'm already working on implementing this tool in clinics to diagnose early infections.
113	Although it's still not known how doctors should treat patients during the whispering phase, this tool can help doctors keep a closer eye on patients in risk.
114	It could help them confirm if a treatment had worked or not, and it could help answer simple questions: Is the patient infected?
115	And what are the bacteria up to?
116	Bacteria talk, they make secret plans, and they send confidential information to each other.
117	But not only can we catch them whispering, we can all learn their secret language and become ourselves bacterial whisperers.
118	"And, as bacteria would say, ""3-oxo-C12-aniline."""
119	(Laughter)
120	(Applause)
121	Thank you.
