	en
82	They actually grabbed Lawrence Lessig to help understand the political ramifications of the world they're creating.
83	This is the sort of astounding set of experiences, well beyond what we might have imagined, that are now going to be possible.
84	And that's just the first step in this technology.
85	So if we step beyond that, what happens?
86	Well, computer science tends to be all exponential, once we crack the really hard problems.
87	And I'm pretty sure that very soon, we're going to be in a place where we can make this type of computational power look like nothing.
88	And when that happens, the opportunities ...
89	It's worth taking a moment to try to imagine what I'm talking about here.
90	Hundreds of thousands or millions of people being able to coinhabit the same space.
91	The last time any of us as a species had the opportunity to build or do something together with that may people was in antiquity.
92	And the circumstances were less than optimal, shall we say.
93	Mostly conflicts or building pyramids.
94	Not necessarily the best thing for us to be spending our time doing.
95	But if you bring together that many people, the kind of shared experience that can create ...
96	I think it exercises a social muscle in us that we've lost and forgotten.
97	Going even beyond that, I want to take a moment to think about what it means for relationships, for identity.
98	If we can give each other worlds, experiences at scale where we can spend a meaningful amount of our time, we can change what it means to be an individual.
99	We can go beyond a single identity to a diverse set of personal identities.
100	The gender, the race, the personality traits you were born with might be something you want to experiment differently with.
101	You might be someone that wants to be more than one person.
102	We all are, inside, multiple people.
103	We rarely get the opportunity to flex that.
104	It's also about empathy.
105	I have a grandmother who I have literally nothing in common with.
106	I love her to bits, but every story she has begins in 1940 and ends sometime in 1950.
107	And every story I have is like 50 years later.
108	But if we could coinhabit, co-experience things together, that undiminished by physical frailty or by lack of context, create opportunities together, that changes things, that bonds people in different ways.
109	I'm struck by how social media has amplified our many differences, and really made us more who we are in the presence of other people.
110	I think games could really start to create an opportunity for us to empathize again.
111	To have shared adversity, shared opportunity.
112	I mean, statistically, at this moment in time, there are people who are on the opposite sides of a conflict, who have been matchmade together into a game and don't even know it.
113	That's an incredible opportunity to change the way we look at things.
114	Finally, for those of you who perhaps are more cynical about all of this, who maybe don't think that virtual worlds and games are your cup of tea.
115	There's a reality you have to accept, and that is that the economic impact of what I'm talking about will be profound.
116	Right now, thousands of people have full-time jobs in gaming.
117	Soon, it will be millions of people.
118	Wherever there's a mobile phone, there will be a job.
119	An opportunity for something that is creative and rich and gives you an income, no matter what country you're in, no matter what skills or opportunities you might think you have.
120	Probably the first dollar most kids born today make might be in a game.
121	That will be the new paper route, that will be the new opportunity for an income at the earliest time in your life.
122	So I kind of want to end with almost a plea, really, more than thoughts.
123	A sense of, I think, how we need to face this new opportunity a little differently to some we have in the past.
124	"It's so hypocritical for yet another technologist to stand up on stage and say, ""The future will be great, technology will fix it."""
125	And the reality is, this is going to have downsides.
126	But those downsides will only be amplified if we approach, once again, with cynicism and derision, the opportunities that this presents.
127	The worst thing that we could possibly do is let the same four or five companies end up dominating yet another adjacent space.
128	(Applause)
129	Because they're not just going to define how and who makes money from this.
130	The reality is, we're now talking about defining how we think, what the rules are around identity and collaboration, the rules of the world we live in.
131	This has got to be something we all own, we all cocreate.
132	So, my final plea is really to those engineers, those scientists, those artists in the audience today.
133	Maybe some of you dreamed of working on space travel.
134	The reality is, there are worlds you can build right here, right now, that can transform people's lives.
135	There are still huge technological frontiers that need to be overcome here, akin to those we faced when building the early internet.
136	All the technology behind virtual worlds is different.
137	So, my plea to you is this.
138	Let's engage, let's all engage, let's actually try to make this something that we shape in a positive way, rather than once again have be done to us.
139	Thank you.
140	(Applause)
