	en
73	And we're going to need a proactive solution from tech companies, from lawmakers, law enforcers and the media.
74	And we're going to need a healthy dose of societal resilience.
75	So now, we're right now engaged in a very public conversation about the responsibility of tech companies.
76	And my advice to social media platforms has been to change their terms of service and community guidelines to ban deepfakes that cause harm.
77	That determination, that's going to require human judgment, and it's expensive.
78	But we need human beings to look at the content and context of a deepfake to figure out if it is a harmful impersonation or instead, if it's valuable satire, art or education.
79	So now, what about the law?
80	Law is our educator.
81	It teaches us about what's harmful and what's wrong.
82	And it shapes behavior it deters by punishing perpetrators and securing remedies for victims.
83	Right now, law is not up to the challenge of deepfakes.
84	Across the globe, we lack well-tailored laws that would be designed to tackle digital impersonations that invade sexual privacy, that damage reputations and that cause emotional distress.
85	What happened to Rana Ayyub is increasingly commonplace.
86	Yet, when she went to law enforcement in Delhi, she was told nothing could be done.
87	And the sad truth is that the same would be true in the United States and in Europe.
88	So we have a legal vacuum that needs to be filled.
89	My colleague Dr. Mary Anne Franks and I are working with US lawmakers to devise legislation that would ban harmful digital impersonations that are tantamount to identity theft.
90	And we've seen similar moves in Iceland, the UK and Australia.
91	But of course, that's just a small piece of the regulatory puzzle.
92	Now, I know law is not a cure-all.
93	Right?
94	It's a blunt instrument.
95	And we've got to use it wisely.
96	It also has some practical impediments.
97	You can't leverage law against people you can't identify and find.
98	And if a perpetrator lives outside the country where a victim lives, then you may not be able to insist that the perpetrator come into local courts to face justice.
99	And so we're going to need a coordinated international response.
100	Education has to be part of our response as well.
101	Law enforcers are not going to enforce laws they don't know about and proffer problems they don't understand.
102	In my research on cyberstalking, I found that law enforcement lacked the training to understand the laws available to them and the problem of online abuse.
103	"And so often they told victims, ""Just turn your computer off."
104	Ignore it.
105	"It'll go away."""
106	And we saw that in Rana Ayyub's case.
107	"She was told, ""Come on, you're making such a big deal about this."
108	"It's boys being boys."""
109	And so we need to pair new legislation with efforts at training.
110	And education has to be aimed on the media as well.
111	Journalists need educating about the phenomenon of deepfakes so they don't amplify and spread them.
112	And this is the part where we're all involved.
113	Each and every one of us needs educating.
114	We click, we share, we like, and we don't even think about it.
115	We need to do better.
116	We need far better radar for fakery.
117	So as we're working through these solutions, there's going to be a lot of suffering to go around.
118	Rana Ayyub is still wrestling with the fallout.
119	She still doesn't feel free to express herself on- and offline.
120	And as she told me, she still feels like there are thousands of eyes on her naked body, even though, intellectually, she knows it wasn't her body.
121	And she has frequent panic attacks, especially when someone she doesn't know tries to take her picture.
122	"""What if they're going to make another deepfake?"""
123	she thinks to herself.
124	And so for the sake of individuals like Rana Ayyub and the sake of our democracy, we need to do something right now.
125	Thank you.
126	(Applause)
