	en
65	Once we had this enormous amount of data, we built and trained deep neural networks.
66	And when we were finished with that, in 16 milliseconds, the neural network can look at my image and figure out everything about my face.
67	It can compute my expression, my wrinkles, my blood flow — even how my eyelashes move.
68	This is then rendered and displayed up there with all the detail that we captured previously.
69	We're far from done.
70	This is very much a work in progress.
71	This is actually the first time we've shown it outside of our company.
72	And, you know, it doesn't look as convincing as we want; I've got wires coming out of the back of me, and there's a sixth-of-a-second delay between when we capture the video and we display it up there.
73	Sixth of a second — that's crazy good!
74	But it's still why you're hearing a bit of an echo and stuff.
75	And you know, this machine learning stuff is brand-new to us, sometimes it's hard to convince to do the right thing, you know?
76	It goes a little sideways.
77	(Laughter)
78	But why did we do this?
79	Well, there's two reasons, really.
80	First of all, it is just crazy cool.
81	(Laughter)
82	How cool is it?
83	Well, with the push of a button, I can deliver this talk as a completely different character.
84	This is Elbor.
85	We put him together to test how this would work with a different appearance.
86	And the cool thing about this technology is that, while I've changed my character, the performance is still all me.
87	I tend to talk out of the right side of my mouth; so does Elbor.
88	(Laughter)
89	Now, the second reason we did this, and you can imagine, is this is going to be great for film.
90	This is a brand-new, exciting tool for artists and directors and storytellers.
91	It's pretty obvious, right?
92	I mean, this is going to be really neat to have.
93	But also, now that we've built it, it's clear that this is going to go way beyond film.
94	But wait.
95	Didn't I just change my identity with the push of a button?
96	"Isn't this like ""deepfake"" and face-swapping that you guys may have heard of?"
97	Well, yeah.
98	In fact, we are using some of the same technology that deepfake is using.
99	Deepfake is 2-D and image based, while ours is full 3-D and way more powerful.
100	But they're very related.
101	"And now I can hear you thinking, ""Darn it!"
102	I though I could at least trust and believe in video.
103	"If it was live video, didn't it have to be true?"""
104	Well, we know that's not really the case, right?
105	Even without this, there are simple tricks that you can do with video like how you frame a shot that can make it really misrepresent what's actually going on.
106	And I've been working in visual effects for a long time, and I've known for a long time that with enough effort, we can fool anyone about anything.
107	What this stuff and deepfake is doing is making it easier and more accessible to manipulate video, just like Photoshop did for manipulating images, some time ago.
108	I prefer to think about how this technology could bring humanity to other technology and bring us all closer together.
109	Now that you've seen this, think about the possibilities.
110	Right off the bat, you're going to see it in live events and concerts, like this.
111	Digital celebrities, especially with new projection technology, are going to be just like the movies, but alive and in real time.
112	And new forms of communication are coming.
113	You can already interact with DigiDoug in VR.
114	And it is eye-opening.
115	It's just like you and I are in the same room, even though we may be miles apart.
116	Heck, the next time you make a video call, you will be able to choose the version of you you want people to see.
117	It's like really, really good makeup.
118	I was scanned about a year and a half ago.
119	I've aged.
120	DigiDoug hasn't.
121	On video calls, I never have to grow old.
122	And as you can imagine, this is going to be used to give virtual assistants a body and a face.
123	A humanity.
124	I already love it that when I talk to virtual assistants, they answer back in a soothing, humanlike voice.
125	Now they'll have a face.
126	And you'll get all the nonverbal cues that make communication so much easier.
127	It's going to be really nice.
128	You'll be able to tell when a virtual assistant is busy or confused or concerned about something.
129	Now, I couldn't leave the stage without you actually being able to see my real face, so you can do some comparison.
130	So let me take off my helmet here.
131	Yeah, don't worry, it looks way worse than it feels.
132	(Laughter)
133	So this is where we are.
134	Let me put this back on here.
135	(Laughter) Doink!
136	So this is where we are.
137	We're on the cusp of being able to interact with digital humans that are strikingly real, whether they're being controlled by a person or a machine.
138	And like all new technology these days, it's going to come with some serious and real concerns that we have to deal with.
139	But I am just so really excited about the ability to bring something that I've seen only in science fiction for my entire life into reality.
140	Communicating with computers will be like talking to a friend.
141	And talking to faraway friends will be like sitting with them together in the same room.
142	Thank you very much.
143	(Applause)
