	en
45	Together with my outstanding team of students, we used this idea as a starting point to develop a new technology called HASEL artificial muscles.
46	HASELs are gentle enough to pick up a raspberry without damaging it.
47	They can expand and contract like real muscle.
48	And they can be operated faster than the real thing.
49	They can also be scaled up to deliver large forces.
50	Here you see them lifting a gallon filled with water.
51	They can be used to drive a robotic arm, and they can even self-sense their position.
52	HASELs can be used for very precise movement, but they can also deliver very fluidic, muscle-like movement and bursts of power to shoot up a ball into the air.
53	When submerged in oil, HASEL artificial muscles can be made invisible.
54	So how do HASEL artificial muscles work?
55	You might be surprised.
56	They're based on very inexpensive, easily available materials.
57	You can even try, and I recommend it, the main principle at home.
58	Take a few Ziploc bags and fill them with olive oil.
59	Try to push out air bubbles as much as you can.
60	Now take a glass plate and place it on one side of the bag.
61	When you press down, you see the bag contract.
62	Now the amount of contraction is easy to control.
63	When you take a small weight, you get a small contraction.
64	With a medium weight, we get a medium contraction.
65	And with a large weight, you get a large contraction.
66	Now for HASELs, the only change is to replace the force of your hand or the weight with an electrical force.
67	"HASEL stands for ""hydraulically amplified self-healing electrostatic actuators."""
68	Here you see a geometry called Peano-HASEL actuators, one of many possible designs.
69	Again, you take a flexible polymer such as our Ziploc bag, you fill it with an insulating liquid, such as olive oil, and now, instead of the glass plate, you place an electrical conductor on one side of the pouch.
70	To create something that looks more like a muscle fiber, you can connect a few pouches together and attached a weight on one side.
71	Next, we apply voltage.
72	Now, the electric field starts acting on the liquid.
73	It displaces the liquid, and it forces the muscle to contract.
74	Here you see a completed Peano-HASEL actuator and how it expands and contracts when voltage is applied.
75	Viewed from the side, you can really see those pouches take a more cylindrical shape, such as we saw with the Ziploc bags.
76	We can also place a few such muscle fibers next to each other to create something that looks even more like a muscle that also contracts and expands in cross section.
77	These HASELs here are lifting a weight that's about 200 times heavier than their own weight.
78	Here you see one of our newest designs, called quadrant donut HASELs and how they expand and contract.
79	They can be operated incredibly fast, reaching superhuman speeds.
80	They are even powerful enough to jump off the ground.
81	(Laughter)
82	Overall, HASELs show promise to become the first technology that matches or exceeds the performance of biological muscle while being compatible with large-scale manufacturing.
83	This is also a very young technology.
84	We are just getting started.
85	We have many ideas how to drastically improve performance, using new materials and new designs to reach a level of performance beyond biological muscle and also beyond traditional rigid electric motors.
86	Moving towards more complex designs of HASEL for bio-inspired robotics, here you see our artificial scorpion that can use its tail to hunt prey, in this case, a rubber balloon.
87	(Laughter)
88	Going back to our initial inspiration, the versatility of octopus arms and elephant trunks, we are now able to build soft continuum actuators that come closer and closer to the capabilities of the real thing.
89	I am most excited about the practical applications of HASEL artificial muscles.
90	They'll enable soft robotic devices that can improve the quality of life.
91	Soft robotics will enable a new generation of more lifelike prosthetics for people who have lost parts of their bodies.
92	Here you see some HASELs in my lab, early testing, driving a prosthetic finger.
93	One day, we may even merge our bodies with robotic parts.
94	I know that sounds very scary at first.
95	But when I think about my grandparents and the way they become more dependent on others to perform simple everyday tasks such as using the restroom alone, they often feel like they're becoming a burden.
96	With soft robotics, we will be able to enhance and restore agility and dexterity, and thereby help older people maintain autonomy for longer parts of their lives.
97	"Maybe we can call that ""robotics for antiaging"" or even a next stage of human evolution."
98	Unlike their traditional rigid counterparts, soft life-like robots will safely operate near people and help us at home.
99	Soft robotics is a very young field.
100	We're just getting started.
101	I hope that many young people from many different backgrounds join us on this exciting journey and help shape the future of robotics by introducing new concepts inspired by nature.
102	If we do this right, we can improve the quality of life for all of us.
103	Thank you.
104	(Applause)
