	en
48	These amazing, strong, small-scale family farmers, the majority women, are doing it rough.
49	They don't have enough food to feed their families, and it's a real crisis.
50	What happens is they go out and plant fields of cassava when the rains come.
51	Nine months later, there's nothing, because of these pests and pathogens.
52	And I thought to myself, how in the world can farmers be hungry?
53	So I decided to spend some time on the ground with the farmers and the scientists to see if I had any skills that could be helpful.
54	The situation on the ground is shocking.
55	The whiteflies have destroyed the leaves that are eaten for protein, and the viruses have destroyed the roots that are eaten for starch.
56	An entire growing season will pass, and the farmer will lose an entire year of income and food, and the family will suffer a long hunger season.
57	This is completely preventable.
58	If the farmer knew what variety of cassava to plant in her field, that was resistant to those viruses and pathogens, they would have more food.
59	We have all the technology we need, but the knowledge and the resources are not equally distributed around the globe.
60	So what I mean specifically is, the older genomic technologies that have been required to uncover the complexities in these pests and pathogens — these technologies were not made for sub-Saharan Africa.
61	They cost upwards of a million dollars; they require constant power and specialized human capacity.
62	These machines are few and far between on the continent, which is leaving many scientists battling on the front lines no choice but to send the samples overseas.
63	And when you send the samples overseas, samples degrade, it costs a lot of money, and trying to get the data back over weak internet is nearly impossible.
64	So sometimes it can take six months to get the results back to the farmer.
65	And by then, it's too late.
66	The crop is already gone, which results in further poverty and more hunger.
67	We knew we could fix this.
68	In 2017, we had heard of this handheld, portable DNA sequencer called an Oxford Nanopore MinION.
69	This was being used in West Africa to fight Ebola.
70	So we thought: Why can't we use this in East Africa to help farmers?
71	So, what we did was we set out to do that.
72	At the time, the technology was very new, and many doubted we could replicate this on the farm.
73	"When we set out to do this, one of our ""collaborators"" in the UK told us that we would never get that to work in East Africa, let alone on the farm."
74	So we accepted the challenge.
75	This person even went so far as to bet us two of the best bottles of champagne that we would never get that to work.
76	Two words: pay up.
77	(Laughter)
78	(Applause)
79	Pay up, because we did it.
80	We took the entire high-tech molecular lab to the farmers of Tanzania, Kenya and Uganda, and we called it Tree Lab.
81	So what did we do?
82	Well, first of all, we gave ourselves a team name — it's called the Cassava Virus Action Project.
83	We made a website, we gathered support from the genomics and computing communities, and away we went to the farmers.
84	Everything that we need for our Tree Lab is being carried by the team here.
85	All of the molecular and computational requirements needed to diagnose sick plants is there.
86	And it's actually all on this stage here as well.
87	We figured if we could get the data closer to the problem, and closer to the farmer, the quicker we could tell her what was wrong with her plant.
88	And not only tell her what was wrong — give her the solution.
89	And the solution is, burn the field and plant varieties that are resistant to the pests and pathogens she has in her field.
90	So the first thing that we did was we had to do a DNA extraction.
91	And we used this machine here.
92	"It's called a PDQeX, which stands for ""Pretty Damn Quick Extraction."""
93	(Laughter)
94	I know.
95	My friend Joe is really cool.
96	One of the biggest challenges in doing a DNA extraction is it usually requires very expensive equipment, and takes hours.
97	But with this machine, we've been able to do it in 20 minutes, at a fraction of the cost.
98	And this runs off of a motorcycle battery.
99	From there, we take the DNA extraction and prepare it into a library, getting it ready to load on to this portable, handheld genomic sequencer, which is here, and then we plug this into a mini supercomputer, which is called a MinIT.
100	And both of these things are plugged into a portable battery pack.
101	So we were able to eliminate the requirements of main power and internet, which are two very limiting factors on a small-scale family farm.
102	Analyzing the data quickly can also be a problem.
103	But this is where me being a computational biologist came in handy.
104	All that gluing of dead plants, and all that measuring, and all that computing finally came in handy in a real-world, real-time way.
105	I was able to make customized databases and we were able to give the farmers results in three hours versus six months.
106	(Applause)
107	The farmers were overjoyed.
108	So how do we know that we're having impact?
109	Nine moths after our Tree Lab, Asha went from having zero tons per hectare to 40 tons per hectare.
110	She had enough to feed her family and she was selling it at the market, and she's now building a house for her family.
111	Yeah, so cool.
112	(Applause)
113	So how do we scale Tree Lab?
114	The thing is, farmers are scaled already in Africa.
115	These women work in farmer groups, so helping Asha actually helped 3,000 people in her village, because she shared the results and also the solution.
116	I remember every single farmer I've ever met.
117	Their pain and their joy is engraved in my memories.
118	Our science is for them.
119	Tree Lab is our best attempt to help them become more food secure.
120	I never dreamt that the best science I would ever do in my life would be on that blanket in East Africa, with the highest-tech genomic gadgets.
121	But our team did dream that we could give farmers answers in three hours versus six months, and then we did it.
122	Because that's the power of diversity and inclusion in science.
123	Thank you.
124	(Applause)
125	(Cheers)
