	en
61	Postcranially, the team concluded that the position of the shoulders suggesting naledi was a climber; the flared pelvis and curved fingers are all primitive for the genus Homo.
62	On the other hand, the humanlike wrist, long slender legs and modern feet are all consistent with other members of the genus.
63	In 2017, we announced more specimens of Homo naledi from the nearby Lesedi Chamber, also in the Rising Star cave system.
64	In addition, our geology team managed to produce an age estimate.
65	The date's a big deal because, up until now, we had based our analysis solely on the morphology of the specimens, without previous knowledge of how old something is — something which could unconsciously bias our interpretations.
66	With its small brain and flared pelvis, we would not have been surprised if the fossils turned out to be two million years old.
67	Instead, the fossils dated to 235 to 336 thousand years, an incredibly young date for such a small-brained individual.
68	So think back to what I said earlier: we thought that our brains were becoming larger relative to the rest of our body.
69	Now we have a small-brained, young individual complicating this idea.
70	What does all this mean?
71	Homo naledi has taught us that we need to reassess what it means to be in the genus Homo.
72	We need to rethink what it means to be human.
73	In fact, most of the characteristics that we use to define the genus Homo, such as brain size and hip morphology, are no longer valid.
74	No other species exists with this mix of primitive and derived traits.
75	Why is there so much morphological variation in the genus Homo?
76	And what force is driving that variation?
77	Another implication for these fossils is that for the first time, we have concrete evidence of a species coexisting in Africa, at 300,000 years, with modern humans.
78	Until this discovery, we only had large-brained modern humans that existed in Africa.
79	Did they interbreed with each other?
80	Did they compete with each other?
81	Another implication that these fossils have is for the archaeologists studying stone tools in South Africa.
82	Keep in mind that neither the Dinaledi nor the Lesedi Chambers have any artifacts in them.
83	However, they do overlap in time with several stone-tool industries, the makers of which are considered to be either modern humans or direct human ancestors.
84	This begs the question: Who made the stone tools of South Africa?
85	Brain size has historically played a key role in identifying a species as a tool user.
86	The idea is that you need to have a large brain to have even the capacity to make stone tools.
87	But that notion has been questioned.
88	Furthermore, Homo naledi, even with its small brain size, has a hand-wrist morphology similar to other species that did make and use stone tools, suggesting it had the capability.
89	With two species coexisting in Africa at 300,000 years, we can no longer assume we know the maker of tools at sites with no associated species.
90	So where does Homo naledi fit in our human evolutionary lineage?
91	Who is it most closely related to?
92	Who did it evolve from?
93	We're still trying to figure all that out.
94	It's ironic, because paleoanthropologists are renowned for having small sample sizes.
95	We now have a large sample size, and more questions than answers.
96	Homo naledi has taught us, has brought us a little bit closer to better understanding our evolutionary past.
97	So while Mrs. Ples will always hold a special place in my heart, she now shares that space with several thousand others.
98	(Laughter)
99	Thank you.
100	(Applause)
