	en
170	I mean, you're doing a brilliant job of listening, Jack, and hearing people, but to actually dial up the urgency and move on this stuff — will you do that?
171	JD: Yes, and we have been moving substantially.
172	I mean, there's been a few dynamics in Twitter's history.
173	One, when I came back to the company, we were in a pretty dire state in terms of our future, and not just from how people were using the platform, but from a corporate narrative as well.
174	So we had to fix a bunch of the foundation, turn the company around, go through two crazy layoffs, because we just got too big for what we were doing, and we focused all of our energy on this concept of serving the public conversation.
175	And that took some work.
176	And as we dived into that, we realized some of the issues with the fundamentals.
177	We could do a bunch of superficial things to address what you're talking about, but we need the changes to last, and that means going really, really deep and paying attention to what we started 13 years ago and really questioning how the system works and how the framework works and what is needed for the world today, given how quickly everything is moving and how people are using it.
178	So we are working as quickly as we can, but quickness will not get the job done.
179	It's focus, it's prioritization, it's understanding the fundamentals of the network and building a framework that scales and that is resilient to change, and being open about where we are and being transparent about where are so that we can continue to earn trust.
180	So I'm proud of all the frameworks that we've put in place.
181	I'm proud of our direction.
182	We obviously can move faster, but that required just stopping a bunch of stupid stuff we were doing in the past.
183	CA: All right.
184	Well, I suspect there are many people here who, if given the chance, would love to help you on this change-making agenda you're on, and I don't know if Whitney — Jack, thank you for coming here and speaking so openly.
185	It took courage.
186	I really appreciate what you said, and good luck with your mission.
187	JD: Thank you so much.
188	Thanks for having me.
189	(Applause)
190	Thank you.
